County,AgeGroups,AgeGrpNo,Working,NoWork,OutsideLabourForce,NotStated,Rented,GovernmentNo,GovernmentPcnt,CountyGovNo,CountyGovPcnt,ParastatalNo,ParastatalPcnt,PrivateNo,PrivatePcnt,IndividualPcnt,IndividualNo,otherNo,OtherPcnt,Total,Conventional,GroupQuarters,OwnedNo,OwnedPcnt,RentedNo,RentedPcnt,NotStatedNo,NotStatedPcnt,Population,NoofHouseholds,AvgHouseholdsize
BARINGO,Not Stated,1,,,,1,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,18 to 24,89419,45237,8182,35995,5,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,5 to 14,200603,33289,,167302,12,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,15 to 17,52610,9685,1630,41293,2,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,25 to 34,86059,66535,10104,9410,10,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,35 to 64,113679,97729,7919,8022,9,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,65 plus,25599,21028,769,3798,4,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BARINGO,Total,567970,273503,28604,265820,43,28282,1574,5.6,334,1.2,367,1.3,836,3,24892,88,279,1,142518,141877,641,113578,80.0999999999999,28282,19.9,17,0,662760,142518,47
BOMET,18 to 24,119220,59234,4876,55099,11,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,35 to 64,158008,149701,3801,4483,23,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,25 to 34,128309,112525,7011,8765,8,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,5 to 14,253691,5838,,247839,14,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,Total,762274,362007,16249,383946,72,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,Not Stated,3,,,,3,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,65 plus,31710,29537,229,1940,4,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BOMET,15 to 17,71333,5172,332,65820,9,31630,565,1.8,437,1.4,178,0.6,7929,25.1,22218,70.2,303,1,187641,187230,411,155576,83.0999999999999,31630,16.9,24,0,873023,187641,47
BUNGOMA,5 to 14,519430,24720,,494670,40,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,Total,1445146,629607,40627,774779,133,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,15 to 17,142634,13148,1119,128357,10,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,25 to 34,210584,173009,15779,21777,19,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,18 to 24,211244,96573,9852,104801,18,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,65 plus,59906,51323,984,7592,7,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,Not Stated,7,,,,7,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUNGOMA,35 to 64,301341,270834,12893,17582,32,64317,1727,2.7,548,0.9,627,1,1330,2.1,59581,92.6,504,0.8,358796,357714,1082,293353,82,64317,18,44,0,1663898,358796,46
BUSIA,5 to 14,265692,11986,,253698,8,10472,362,3.5,258,2.5,143,1.4,267,2.5,9423,90,19,0.2,198152,197944,208,161775,81.7,36137,18.3,32,0,886856,198152,45
BUSIA,25 to 34,111989,93410,8309,10265,5,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,35 to 64,165420,149656,6895,8839,30,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,18 to 24,116592,56026,5955,54603,8,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,15 to 17,75992,8468,603,66918,3,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,65 plus,38166,31861,563,5735,7,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,Total,773860,351407,22325,400058,70,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
BUSIA,Not Stated,9,,,,9,36137,1117,3.1,486,1.3,448,1.2,790,2.2,33051,91.5,245,0.7,33160,33152,8,22664,68.4,10472,31.6,16,0,886856,198152,45
ELGEYO/MARAKWET,18 to 24,62140,28457,3931,29740,12,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,65 plus,19191,15497,484,3205,5,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,5 to 14,130209,4162,,126029,18,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,25 to 34,61557,49081,6055,6414,7,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,15 to 17,35643,2684,306,32652,1,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,Total,392505,172899,15407,204139,60,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,Not Stated,1,,,,1,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
ELGEYO/MARAKWET,35 to 64,83764,73018,4631,6099,16,17868,716,4,151,0.8,119,0.7,549,3.1,16129,90.3,204,1.1,99861,99119,742,81228,81.9,17868,18,23,0,,,
EMBU,35 to 64,169750,156479,7130,6125,16,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,Total,543425,317105,19986,206286,48,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,Not Stated,5,,,,5,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,25 to 34,90844,77204,7093,6538,9,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,15 to 17,40356,4048,330,35976,2,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,18 to 24,75302,40853,5021,29426,2,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,5 to 14,128640,4036,,124596,8,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
EMBU,65 plus,38528,34485,412,3625,6,49298,1812,3.7,136,0.3,344,0.7,1268,2.6,45359,92,379,0.8,182743,182427,316,133108,73,49298,27,21,0,604769,182743,33
GARISSA,18 to 24,125352,42540,47446,35336,30,11892,621,5.2,576,4.8,257,2.2,621,5.2,9782,82.3,35,0.3,141394,138940,2454,121453,87.4,17450,12.6,37,0,835482,141394,59
GARISSA,Not Stated,4,,,,4,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,Total,723909,259150,167274,297333,152,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,5 to 14,270735,85334,,185361,40,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,65 plus,14231,5263,4799,4163,6,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,35 to 64,122811,53918,46178,22686,29,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,15 to 17,76510,23761,25368,27371,10,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
GARISSA,25 to 34,114266,48334,43483,22416,33,17450,1090,6.2,947,5.4,432,2.5,866,5,13028,74.7,1087,6.2,30518,29790,728,17884,60,11892,39.9,14,0,835482,141394,59
HOMA BAY,35 to 64,194441,175868,7991,10562,20,48472,1376,2.8,911,1.9,507,1,1499,3.1,43566,89.9,613,1.3,262036,260290,1746,211772,81.4,48472,18.6,46,0,1125823,262036,43
HOMA BAY,65 plus,49180,39996,754,8420,10,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,18 to 24,141184,65048,6938,69186,12,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,Total,970400,419128,27424,523766,82,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,Not Stated,8,,,,8,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,5 to 14,347305,9468,,337820,17,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,25 to 34,148284,122377,11197,14699,11,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
HOMA BAY,15 to 17,89998,6371,544,83079,4,11451,504,4.4,272,2.4,122,1.1,361,3.2,10087,88.1,105,0.9,29318,28471,847,17013,59.8,11451,40.2,7,0,1125823,262036,43
ISIOLO,15 to 17,21120,6262,2413,12441,4,14918,794,5.3,198,1.3,115,0.8,344,2.3,13317,89.3,150,1,58072,53217,4855,38285,71.9,14918,28,14,0,267997,58072,46
ISIOLO,18 to 24,34759,16099,7298,11355,7,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,25 to 34,39026,24527,8547,5944,8,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,Total,227379,101678,27529,98134,38,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,Not Stated,1,,,,1,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,35 to 64,44301,29737,8364,6189,11,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,5 to 14,80059,20469,,59585,5,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
ISIOLO,65 plus,8113,4584,907,2620,2,12934,624,4.8,127,1,111,0.9,328,2.5,11620,89.8,124,1,29853,27612,2241,14669,53.1,12934,46.8,9,0,267997,58072,46
KAJIADO,25 to 34,212424,155137,31344,25871,72,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,35 to 64,224284,179694,23947,20563,80,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,Total,951420,452921,79919,418261,319,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,Not Stated,17,,,,17,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,15 to 17,61781,6622,1796,53345,18,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,18 to 24,156110,74276,21476,60300,58,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,65 plus,23512,16524,1356,5622,10,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAJIADO,5 to 14,273292,20668,,252560,64,185863,1819,1,2576,1.4,1011,0.5,16740,9,162643,87.5,1074,0.6,316179,313218,2961,127223,40.6,185863,59.3,132,0,1107296,316179,35
KAKAMEGA,18 to 24,230376,105247,12118,112965,46,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,35 to 64,374088,336532,16512,20941,103,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,65 plus,85701,72695,1272,11701,33,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,5 to 14,559971,19573,,540308,90,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,Not Stated,26,,,,26,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,25 to 34,229677,189612,18362,21649,54,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,15 to 17,155975,12943,1080,141933,19,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KAKAMEGA,Total,1635814,736602,49344,849497,371,62765,2495,4,1025,1.6,484,0.8,2570,4.1,55353,88.2,838,1.3,433207,432284,923,369381,85.4,62765,14.5,138,0,1861332,433207,43
KENYA,25 to 34,7333397,5544992,939317,847376,1712,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,5 to 14,12505987,969868,,11534179,1940,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,Not Stated,571,,,,571,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,15 to 17,3360980,379497,127428,2853492,563,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,35 to 64,9886139,8371755,791492,720494,2398,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,65 plus,1860021,1519863,54754,284963,441,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,Total,41235190,19677401,2621158,18927688,8943,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KENYA,18 to 24,6288095,2891426,708167,2687184,1318,4660027,107462,2.3,64836,1.4,47904,1,278613,6,4123599,88.5,37613,0.8,12143913,12043016,100897,7379485,61.3,4660027,38.7,3504,0,47213282,12143913,39
KERICHO,5 to 14,244952,6564,,238338,50,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,Total,787507,391168,21807,374322,210,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,Not Stated,13,,,,13,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,18 to 24,123103,62199,6269,54612,23,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,35 to 64,176273,164864,5439,5918,52,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,65 plus,32966,30199,341,2418,8,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,15 to 17,68385,5456,397,62517,15,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KERICHO,25 to 34,141815,121886,9361,10519,49,52873,1648,3.1,422,0.8,799,1.5,9771,18.5,39853,75.4,380,0.7,206036,205932,104,152990,74.3,52873,25.7,69,0,896863,206036,44
KIAMBU,Not Stated,36,,,,36,498012,6371,1.3,3587,0.7,2529,0.5,27933,5.6,454827,91.3,2765,0.6,795241,792333,2908,294040,37.1,498012,62.9,281,0,2402834,795241,30
KIAMBU,Total,2125316,1116365,165846,842577,528,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,25 to 34,480432,360020,62922,57359,131,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,15 to 17,126170,6333,1815,117999,23,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,35 to 64,617872,519386,53077,45267,142,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,65 plus,85720,65471,1886,18333,30,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,18 to 24,348011,160897,46146,140871,97,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KIAMBU,5 to 14,467075,4258,,462748,69,31003,631,2,94,0.3,154,0.5,2738,8.8,27309,88.1,77,0.2,47275,46816,459,15786,33.7,31003,66.2,27,0.1,2402834,795241,30
KILIFI,25 to 34,205386,154294,27712,23339,41,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,15 to 17,106780,7783,1733,97249,15,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,Total,1240674,534420,77211,628808,235,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,35 to 64,265114,217054,24601,23395,64,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,65 plus,55546,44781,2010,8736,19,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,Not Stated,16,,,,16,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,18 to 24,197338,89307,21155,86852,24,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KILIFI,5 to 14,410494,21201,,389237,56,98466,1965,2,1015,1,768,0.8,5410,5.5,88782,90.2,526,0.5,298472,297990,482,199451,66.9,98466,33,73,0,1440958,298472,48
KIRINYAGA,25 to 34,90620,79001,6231,5381,7,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,5 to 14,117875,1640,,116233,2,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,Not Stated,6,,,,6,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,Total,548367,337519,17941,192868,39,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,35 to 64,196827,184682,6687,5442,16,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,15 to 17,37071,2285,260,34524,2,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,18 to 24,66597,35198,4412,26985,2,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KIRINYAGA,65 plus,39371,34713,351,4303,4,61325,1397,2.3,288,0.5,517,0.8,1392,2.3,57282,93.4,449,0.7,204188,203576,612,142225,69.9,61325,30.1,26,0,605630,204188,30
KISII,Not Stated,13,,,,13,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,15 to 17,97347,6924,763,89655,5,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,18 to 24,153650,71117,9879,72629,25,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,65 plus,57099,45899,1087,10103,10,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,35 to 64,259439,228590,12984,17828,37,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,5 to 14,366544,8245,,358273,26,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,25 to 34,183228,146916,16553,19736,23,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISII,Total,1117320,507691,41266,568224,139,52130,1226,2.4,685,1.3,265,0.5,1092,2.1,48565,93.2,297,0.6,308054,307254,800,255080,83,52130,17,44,0,1260509,308054,41
KISUMU,Not Stated,26,,,,26,120033,4039,3.4,1306,1.1,3100,2.6,3423,2.9,107400,89.5,765,0.6,300745,296846,3899,176699,59.5,120033,40.4,114,0,1144777,300745,38
KISUMU,18 to 24,160982,64759,13798,82378,47,120033,4039,3.4,1306,1.1,3100,2.6,3423,2.9,107400,89.5,765,0.6,300745,296846,3899,176699,59.5,120033,40.4,114,0,1144777,300745,38
